Gene ID,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
ENSG00000011304.22,14884,14753,13637,6520,6784,47291,27622,22469,12991,11099,4563,30595,6555,28875,8842,7701,6901,12760,10264,6972,48610,12250,12700,29038,12055,10449,6623,8855,10857,10212,26158,8775,9205,7535,4843,5595,11599,36014,6070,9605
ENSG00000011332.19,73,14,66,48,24,264,123,67,40,131,7,87,13,60,52,7,56,29,4,20,308,146,27,20,23,188,9,68,2,75,147,16,68,34,41,59,39,52,39,34
ENSG00000011347.10,22,1,3,5,1,2,2,1,11,8,2,2,5,10,1,3,5,11,0,0,9,25,7,6,4,2,3,3,4,4,3,3,1,5,3,2,5,6,11,4
ENSG00000011376.12,1942,2157,1803,1836,895,1618,2338,1686,1935,2555,680,1642,1456,1111,979,317,1355,1355,324,626,1496,1887,615,787,1049,1564,1105,1136,1337,2801,1121,2741,954,877,1313,795,579,2894,1212,1546
ENSG00000011405.13,6863,4064,2669,3134,2326,5341,4610,2231,2808,6708,5035,3146,3706,1770,1973,392,3878,4377,409,535,1637,3048,2687,1993,2789,4491,4328,4671,2716,4428,1567,2849,4512,2231,4229,3104,5228,4911,5492,5314
ENSG00000011422.12,3143,2711,5589,551,7985,4111,20080,8086,2703,6724,15702,30737,3022,15604,12550,1205,5326,2807,1608,155,13265,1470,13301,23319,907,1569,1233,1246,1001,413,3594,2151,1762,6286,8566,4299,2729,7188,7067,1418
ENSG00000011426.11,431,1467,1936,429,2192,1625,1594,1222,3286,217,951,685,1703,1786,653,391,1549,1287,981,396,517,5868,1484,1588,1078,1006,1050,801,1043,1486,2894,3201,974,1781,826,2074,1438,7723,1208,748
ENSG00000011451.21,3501,1149,2235,1431,824,9410,4273,2623,1810,3028,585,5454,1432,3996,1520,723,967,2065,490,1601,4427,1940,1858,3254,1551,2019,922,1101,1378,1054,2943,1398,1488,1193,891,944,1188,5219,1551,1512
ENSG00000011454.18,1804,2763,2289,2132,1104,2502,3972,1442,1559,5994,844,2050,1988,632,847,203,1648,758,244,722,1486,3169,1004,1066,1077,2584,932,2777,5761,1890,836,1167,2783,826,1327,1889,3559,2565,2193,2130
ENSG00000011465.18,3,120,5,2,2,14,152,42,111,4,6,2,10,10,40,107,0,3,5,80,456,17,137,0,23,2,16,22,54,1,8,81,1,0,0,26,12,296,25,3
ENSG00000011478.13,956,932,733,976,394,507,1383,732,418,728,335,2579,605,1182,850,188,503,482,139,296,969,665,275,763,761,470,371,772,794,344,983,494,845,620,220,393,1226,545,548,351
ENSG00000011485.15,626,703,1624,173,396,2981,1835,2723,1033,723,126,1538,639,1195,527,672,1277,571,641,1243,2877,1446,446,1553,337,1086,227,397,933,565,1180,701,441,568,235,365,172,2651,199,269
ENSG00000011523.14,3540,2782,1992,2136,3714,2012,2607,2197,2976,7948,3406,4073,3670,639,1994,341,2261,2480,185,632,1491,2460,312,597,2004,5068,3299,3638,2934,1636,1843,4320,3185,1623,2124,3204,1586,3790,3498,3036
ENSG00000011566.15,5704,1326,1498,2390,876,4498,2090,1222,1722,1264,678,1106,1263,1327,1035,162,1067,2804,309,241,953,1449,1295,1026,5652,2282,1759,1697,1097,3137,3537,2071,1014,1618,1454,1792,856,2205,2804,2618
ENSG00000011590.14,141,40,172,137,53,151,95,34,63,478,107,203,230,51,92,7,79,35,7,16,29,104,59,4,193,60,21,62,36,73,69,56,117,37,39,91,42,64,92,20
ENSG00000011600.12,1439,3893,1642,355,3797,5235,3820,14131,2659,9436,3911,2803,1084,41656,7549,1239,3873,266,6636,8278,15537,2026,12300,166415,1572,408,3346,2117,3972,286,5175,2304,1297,255,2191,2011,2327,16128,1213,1235
ENSG00000011638.11,1158,609,378,273,104,1334,712,691,259,351,549,836,261,986,566,153,312,31,229,265,1612,562,360,1125,128,902,655,400,1741,582,287,511,433,25,236,154,150,720,489,397
ENSG00000011677.13,0,0,0,2,3,1,1,0,1,0,0,5,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000012048.23,599,1570,4224,147,749,1550,2248,1401,1371,145,177,1360,680,817,602,478,1419,664,529,547,996,3991,266,1240,529,1271,379,490,1752,1153,1618,796,372,1133,350,1076,187,6814,357,378
ENSG00000012061.16,2171,1687,1649,1164,682,4894,2606,3564,974,1824,371,2129,312,3956,1177,613,1352,944,789,1718,5078,1412,794,6301,968,1447,982,472,1636,862,3464,1227,574,375,561,423,928,3023,472,806
ENSG00000012124.17,978,256,449,481,800,2176,768,460,2992,4745,373,635,1614,454,106,73,1986,33,309,226,2399,5111,268,11,978,986,269,1757,379,34,93,241,3310,125,1391,2539,108,577,1935,621
ENSG00000012171.20,1617,36,35,148,142,109,98,20,358,450,274,257,215,122,130,15,152,605,5,43,40,1728,55,45,176,192,129,69,138,38,59,123,109,145,123,75,149,121,527,187
ENSG00000012174.12,371,727,641,177,194,1228,470,495,326,779,364,804,398,263,250,131,318,321,269,160,559,640,243,1128,312,494,435,607,1379,384,662,434,562,142,434,318,433,1267,233,494
ENSG00000012211.13,299,331,398,169,247,665,396,299,167,296,184,533,169,216,174,92,179,264,66,111,461,401,125,689,69,221,128,219,278,92,387,176,176,68,111,110,289,412,117,209
ENSG00000012223.13,32,3117,706,98,58359,367,268,163,55432,545,11095,58,70891,112,41184,5480,6057,971,9,20,2845,9581,771,5573,2409,365,76566,473,5376,33,16,357,870,2542,55775,9985,2460,2024,36857,4494
ENSG00000012232.9,1821,761,962,224,235,2066,1248,1335,1248,3993,483,2367,1003,898,871,152,1337,639,562,426,1427,1282,1000,1249,342,1030,598,550,952,710,1499,895,775,491,198,861,800,2649,387,616
ENSG00000012504.15,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
ENSG00000012660.14,2344,4683,6242,3100,3068,14829,6571,526,4579,11192,1124,1478,4078,3115,2624,1149,4713,7259,1856,3187,4792,4616,1745,10887,1959,3883,3530,5479,2534,5616,4632,2634,4682,1966,2452,4166,2252,11468,4573,4619
ENSG00000012779.11,382,535,2401,195,11035,329,279,4866,2504,16219,1766,8681,3409,682,2274,350,6143,468,236,110,2278,2878,2806,2029,490,326,1363,1943,190,155,323,272,3753,4991,3234,5593,326,3912,2058,3729
ENSG00000012817.16,3,7,7,4197,3,14,3,7632,3,9872,5787,8269,1,41,6671,1,2,21,346,4884,0,2,0,6119,3,5668,1,3,3,1,1940,3474,4979,6249,4,3424,7193,39,1,6812
ENSG00000012822.16,2473,2641,3351,913,2625,6912,4312,3744,2921,6205,835,5530,2086,2223,3259,685,1895,3720,233,4227,3454,2093,892,7364,1623,2732,2859,3739,2381,1041,2388,607,4933,1836,2040,2194,2017,17846,2887,1835
ENSG00000012963.15,1043,1416,1438,434,401,4292,1783,1194,1205,1338,379,1368,1467,1461,563,356,532,1786,510,731,1914,1586,1596,2605,344,1670,391,783,1371,1557,2464,923,917,219,365,722,728,4587,728,983
ENSG00000012983.11,3699,2426,1882,1047,1308,8769,3915,2132,2204,3061,1512,3491,1987,2326,1984,548,2119,2358,740,1340,1999,3217,1750,3947,2380,3194,3810,3446,1867,3810,2807,2962,2031,1572,2926,1883,2749,9424,2570,3719
ENSG00000013016.16,165,255,501,295,103,331,275,203,254,1634,10,476,90,151,1990,87,308,49,21,744,881,647,113,117,332,317,75,471,181,47,22,36,286,35,88,404,285,1363,462,141
ENSG00000013275.8,3230,1962,1996,2951,1699,6517,5386,3594,3132,4264,1922,3435,1852,2776,1563,693,1814,2755,1144,1774,3916,2320,1674,10195,1760,1355,1754,1610,1344,1314,1984,1252,1807,1146,1737,1077,1848,6018,2843,1668
ENSG00000013288.9,2695,2782,3201,427,1886,3385,4801,4309,2185,4887,1037,6856,1280,10641,3667,1530,2562,996,1031,1502,8922,2170,2062,8700,1463,2315,2186,1269,3202,1774,5608,2904,2376,1200,1124,799,784,3438,737,867
ENSG00000013293.6,5,3,2,5,2,1,1,0,4,3,3,0,2,0,1,0,1,4,0,0,1,8,1,0,1,2,2,1,1,4,1,1,2,1,2,5,2,0,3,4
ENSG00000013297.12,1,1,1,1,5,3,2,2,9,11,5,4,12,1,0,0,4,2,0,0,1,11,4,14,6,2,3,6,0,5,1,2,13,5,4,9,3,10,13,6
ENSG00000013306.16,3338,2929,2176,4523,3071,17578,13637,4543,11170,3158,830,5390,10682,12535,14857,2301,1325,5670,2096,4948,9026,4048,5897,12555,2904,2476,11463,1640,2796,1562,4111,1814,1502,1484,2932,2019,1663,85203,13734,1724
ENSG00000013364.19,1836,1580,1517,1083,2348,3607,1535,4719,2405,8941,3056,1537,3004,5516,1640,456,2332,440,1866,961,3333,1461,2014,15345,584,826,2188,1525,1585,520,3835,1820,2225,836,1164,1536,993,3227,1295,1204
ENSG00000013374.16,1964,3263,1762,2004,2126,5338,2704,2992,2788,7379,2655,2047,1165,4444,955,333,2269,982,1244,1403,2970,2214,835,3934,1839,2428,2175,3355,2382,1328,2177,1647,4058,595,2922,1405,2099,4804,3762,4204
ENSG00000013375.16,469,357,457,591,261,1179,914,408,696,1556,691,1243,1167,634,368,24,555,451,136,209,186,973,537,532,1345,708,747,875,304,1272,345,487,711,397,328,606,2562,1251,796,700
ENSG00000013392.8,39,22,22,57,22,203,54,50,58,375,57,292,159,150,33,2,45,41,24,35,36,144,58,232,98,111,55,142,25,89,16,25,117,19,31,98,290,185,66,110
ENSG00000013441.16,30485,12057,12575,8645,16244,33015,33558,12250,17340,17489,14896,20970,10106,21150,10894,1940,10536,19515,1588,11279,10928,24452,9841,17365,25649,25441,9996,15473,13590,7839,13712,9394,17154,23741,26470,14975,11529,37995,22584,13814
ENSG00000013503.10,474,326,667,49,131,431,814,451,348,224,203,650,341,303,333,82,376,581,92,180,290,897,265,310,407,262,233,214,524,667,408,387,130,359,209,198,87,1070,204,100
ENSG00000013523.11,600,1120,1407,768,505,2062,1379,1238,679,2600,296,1041,592,617,711,517,852,1331,241,663,2588,954,378,1204,324,1217,756,762,1956,777,886,496,676,259,462,825,541,2246,500,1074
ENSG00000013561.18,590,726,680,541,417,1262,566,376,767,993,624,772,1047,1073,901,127,484,327,187,281,603,1280,437,1081,485,576,926,426,1237,577,1292,940,522,195,453,346,599,5971,1149,491
ENSG00000013563.14,313,425,241,250,466,783,411,475,287,817,353,440,397,995,319,118,302,267,115,516,534,234,370,699,95,238,237,207,271,86,418,149,310,120,159,201,306,389,181,355
ENSG00000013573.17,1282,1358,3219,504,1312,2454,2434,1813,1943,282,173,1942,1431,2343,640,616,1421,2654,435,1004,1928,2588,1125,2741,750,872,478,794,1107,1281,2721,2421,897,2376,428,812,476,4237,618,615
ENSG00000013583.10,873,1630,586,550,526,2478,2497,1416,1222,395,411,1695,231,1291,811,373,420,129,667,1219,3330,1553,876,3607,328,715,1300,665,1479,439,763,486,597,62,422,617,586,7316,440,573
ENSG00000013588.9,81,26,2,140,130,18,83,13,91,13,93,3,110,20,6,10,5,28,5,5,212,12,125,4,9,2,18,16,1,13,10,90,4,34,62,269,17,30,63,29
ENSG00000013619.14,89,41,225,11,51,164,123,14,126,157,9,132,268,688,51,4,23,39,10,97,52,105,170,7,17,121,23,40,1,29,31,21,39,22,42,264,23,541,49,50
ENSG00000013725.14,1436,486,443,4484,1380,3650,746,186,3868,40670,963,392,6662,1267,2249,109,1216,88,183,202,579,269,2977,262,4061,1837,1494,3983,266,859,217,774,8723,850,5099,1776,692,1065,3579,3311
ENSG00000013810.20,3530,4739,4463,2286,3539,6521,6883,5097,10429,11743,1933,6621,3316,3196,3308,1196,2652,1529,1215,2694,7394,6931,6750,5654,2242,3318,2619,4064,5459,2757,5044,4185,4616,2689,2590,3597,1895,11448,3929,3909
ENSG00000014123.10,1271,1505,1322,1294,1481,5278,2378,1449,964,2905,1339,2289,1696,4225,1301,317,1040,1318,461,826,636,2475,2582,2146,1309,2215,2208,2297,1646,3017,2489,2407,3395,924,1687,2101,1779,4782,1645,3368
ENSG00000014138.9,85,268,450,100,119,263,265,197,208,310,70,108,351,203,82,52,216,297,41,75,430,423,143,1122,88,117,102,137,178,224,193,230,157,207,92,233,76,762,183,94
ENSG00000014164.7,2712,2289,1386,971,4102,3483,2759,3503,2701,3176,1543,3511,1609,2258,2216,1726,1344,1126,452,1266,2377,1694,1975,2842,651,766,1154,1443,1922,884,2845,1428,1174,1169,853,1090,969,3490,1297,1422
ENSG00000014216.16,9723,7053,6930,2261,4778,14273,9952,14609,5315,5032,2258,10257,2643,8817,6673,2341,3632,5649,2663,6289,16574,5830,4242,28313,1797,3631,3268,4660,6883,3154,6655,2506,3903,1847,2463,2634,4041,17676,3126,3289
ENSG00000014257.16,143,1109,410,9,2087,14,518,1460,1734,296,448,8,777,2455,579,256,1189,15,492,44,827,1087,564,1211,134,82,316,146,783,102,580,477,328,332,366,321,92,1169,281,242
ENSG00000014641.21,923,2758,2215,890,799,7088,2887,4255,2271,2258,346,1450,1192,2979,1117,967,1538,995,1731,1553,5790,3521,1347,15219,807,2054,901,1523,2495,2055,3228,2735,1888,290,852,1074,873,7543,967,1212
ENSG00000014824.14,1438,2071,1632,1115,900,5580,2433,1982,985,2171,456,2029,1168,1860,1178,695,902,774,667,665,2487,2675,1290,4356,1050,1273,729,1681,3177,3176,3046,2187,1485,542,865,1381,1089,6654,1047,1427
ENSG00000014914.21,64,183,197,134,45,91,28,242,526,576,43,41,120,5232,64,28,1654,213,717,5,47,854,83,7251,275,96,924,754,24,31,2239,640,234,883,45,577,970,1713,162,361
ENSG00000014919.13,749,1599,894,280,344,1194,1173,1153,768,645,1628,838,449,656,790,303,579,218,412,297,2255,1488,629,2041,491,1094,744,738,2289,1402,1769,535,826,353,307,421,637,2449,633,629
ENSG00000015133.19,5214,3462,3735,4869,5167,9860,4882,7407,7509,24986,5130,7476,6514,14340,4486,2038,7355,2083,2541,2762,6300,5219,2747,5369,3922,5596,5589,6034,2843,2811,7130,5456,5824,3672,4385,3445,5970,6495,5104,4432
ENSG00000015153.15,3880,3002,1957,2457,2735,6634,3776,1981,3299,5191,3835,3536,2484,2004,1870,245,2773,5130,363,597,1524,2568,1685,1803,2926,3205,3269,4128,1898,5151,4465,2387,2871,2429,3655,2765,2273,3819,4285,4420
ENSG00000015171.20,855,1513,2148,335,316,3294,1965,2036,600,1429,144,3396,619,626,735,697,835,709,804,1527,1856,2244,688,4861,1122,2440,420,1652,2771,1026,1680,891,1178,772,638,964,1265,4226,446,1049
ENSG00000015285.11,2817,1689,2556,579,2169,13997,3822,6547,1801,3448,947,2509,1006,9463,2589,2095,2237,1282,4187,4194,14296,2193,3621,30992,490,1134,932,1468,2149,514,3452,2000,2084,1203,1159,1495,1297,7272,937,1094
ENSG00000015413.9,103,23,63,9,1,208,420,36,84,14,3,21,11,0,8,109,4,149,0,2,63,63,9,5,10,15,8,7,2,77,8,10,18,4,47,23,8,20,25,162
ENSG00000015475.19,2459,1825,1428,1899,1527,2291,3639,2885,1876,6453,2295,1554,1142,4264,2024,747,2542,735,1439,1303,4165,1573,2664,9515,640,1318,1000,1255,1544,1244,3652,2768,1441,1177,1192,908,1606,4235,1638,1419
ENSG00000015479.20,4789,4828,2873,1419,3511,981,3972,2390,3460,4370,2538,2867,1847,766,2923,161,3015,3741,56,203,1592,2723,207,28,5390,5387,2735,4899,2530,2719,3014,3225,3280,3229,4330,4299,2571,4708,2489,2645
ENSG00000015520.15,145,5,9,53,12,56,14,5,30,79,20,16,38,15,17,1,17,24,2,2,5,75,12,11,32,5,44,13,4,3,14,14,10,13,15,10,125,19,222,4
ENSG00000015532.10,1363,705,1373,503,386,795,1810,1041,734,2072,311,3338,1291,539,962,181,796,1332,137,339,900,973,501,732,541,942,571,608,1017,976,745,1197,635,460,440,394,399,1221,521,395
ENSG00000015568.13,509,14,4,16,15,33,10,12,19,14,35,127,21,7,20,1,8,24,2,2,8,5,13,18,16,3,13,10,4,7,8,7,10,65,20,12,6,9,25,11
ENSG00000015592.16,3,2,4,4,0,0,3,2,5,2,3,1,3,1,2,2,2,3,0,0,0,10,1,0,1,0,1,1,2,1,1,1,1,4,4,2,6,14,7,2
ENSG00000015676.18,1763,2475,2895,795,982,2939,2643,1983,1632,6248,608,4098,1830,1515,800,507,1570,1214,386,1418,3214,2711,703,3773,1045,1495,1138,1415,3127,738,1520,1698,1612,913,939,1224,1356,4598,733,909
ENSG00000016082.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000016391.11,66,9,4,6,11,3,8,4,55,91,12,4,343,8,15,3,17,23,1,2,25,52,10,1,12,8,6,7,8,27,15,9,11,55,30,57,30,17,42,16
ENSG00000016402.13,1,1,2,1,0,0,0,1,0,0,1,1,1,0,0,0,2,0,1,0,0,4,0,0,0,2,0,0,0,1,1,0,3,5,0,0,1,0,4,0
ENSG00000016490.16,0,0,1,2,1,137,1,0,0,2,0,0,1,0,1,0,0,4,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,5,3,0,0,0,1,0
ENSG00000016602.9,0,1,0,0,1,0,1,1,0,1,0,1,5,0,1,0,0,3,0,0,1,2,0,1,1,0,1,2,0,0,0,0,1,0,0,0,2,3,1,0
ENSG00000016864.18,537,998,1101,317,211,1393,714,1659,425,1263,187,1810,802,1000,530,315,571,432,236,690,1539,1283,501,2933,364,808,205,523,1820,696,1397,663,619,237,221,358,608,2056,410,402
ENSG00000017260.20,9935,13819,9210,10253,3941,13860,9004,6052,3221,3909,4177,7006,5185,2812,6873,1631,2524,7677,663,2447,7682,6568,2931,4080,2078,9057,1899,5815,4765,14187,2268,2163,2950,1895,4148,3181,2963,8326,6482,8496
ENSG00000017427.17,13,3,1,9,0,19,1,1,4,0,1,5,3,6,2,4,1,18,0,0,9,2,5,0,7,7,2,7,0,1,0,1,1,3,6,2,2,11,1,0
ENSG00000017483.15,670,1164,1266,354,329,9099,5173,1660,2732,242,68,1130,513,126,1228,657,463,934,338,632,1637,1880,842,421,262,755,1042,476,716,718,147,129,390,321,830,707,303,11944,1381,482
ENSG00000017797.13,2684,5239,2979,2058,1443,7566,3645,3488,2333,2140,1105,4835,1535,1961,2302,1325,1810,2550,929,1397,6348,3775,1804,5535,1067,2696,1521,2058,3152,3086,3538,2155,1703,436,1399,1414,1751,9867,1783,2382
ENSG00000018189.13,2424,1207,1176,1306,288,4308,1818,2189,1750,2207,669,3143,1333,1568,543,429,2571,3323,206,1170,1145,2516,875,1406,1002,396,226,2264,1912,1493,209,269,1422,1040,776,1152,1033,2237,1241,1492
ENSG00000018236.15,1137,65,1,1,0,3,1012,26,1,0,1,1,0,2,2,0,0,0,0,0,440,2,26,0,3,0,3,1,151,103,0,3,8,1,0,0,2,13,0,0
ENSG00000018280.17,400,787,4666,259,2592,350,219,3235,1346,23156,638,375,827,1143,2696,392,9848,263,708,109,781,1530,6074,4418,399,278,339,1971,170,155,403,470,4795,21612,1385,34428,1206,8459,2347,4204
ENSG00000018408.15,10,31,14,41,8,445,46,9,38,55,56,14,42,16,15,17,17,29,5,6,97,30,125,146,27,21,63,44,19,29,11,151,41,9,28,40,17,93,59,24
ENSG00000018510.17,1081,3511,2841,824,2218,8442,3992,3346,2316,1920,1303,3924,1489,2682,1643,933,1856,903,987,998,2250,4318,1354,3608,1416,8681,1784,2722,4634,3666,8298,3207,2343,1566,1852,2365,2372,9344,1420,2852
ENSG00000018607.7,0,1,0,1,0,1,1,0,0,1,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000018610.15,714,885,625,1040,635,2134,1532,1151,997,1183,647,644,669,1107,584,203,809,673,212,416,977,911,474,1595,563,768,707,681,656,916,1135,1095,691,280,526,508,473,1406,719,964
ENSG00000018625.15,19,2,2,4,2,4,4,0,13,1,3,3,17,10,1,1,1,6,0,1,5,40,0,0,2,1,6,3,1,0,29,3,2,15,1,7,2,16,22,3
ENSG00000018699.13,625,1555,1340,175,312,2265,1359,1258,527,370,88,921,273,592,1496,277,545,926,198,446,1781,2317,219,1115,685,1446,201,374,1472,1351,925,516,278,315,394,317,563,2399,324,464
ENSG00000018869.17,76,88,100,71,34,181,139,61,31,74,15,228,155,48,84,29,44,83,11,70,51,155,63,160,124,153,142,41,128,81,148,89,76,9,20,17,70,188,48,59
ENSG00000019102.12,7,148,174,102,27,151,23,106,51,321,2,71,125,224,65,20,39,528,11,7,59,186,43,738,10,55,37,16,18,34,210,68,92,90,92,54,35,153,23,86
ENSG00000019144.19,677,106,52,40,122,416,465,48,144,157,61,93,737,53,82,72,67,4991,26,2,110,234,138,181,98,132,459,115,208,145,158,274,108,168,274,85,58,157,374,438
ENSG00000019169.10,2,14,11,1,3,20,6,14,44,148,14,3,6,980,13,19,69,3,90,3,2,44,32,216,3,3,2,32,3,6,19,0,30,14,3,259,7,160,5,36
ENSG00000019186.10,1,0,2,1,1,3,1,0,0,6,0,0,7,0,1,0,1,1,0,0,3,0,1,4,13,8,0,3,1,2,0,1,1,0,23,1,2,4,1,4
ENSG00000019485.13,1141,1002,1071,186,103,440,706,501,322,857,61,3452,528,194,358,126,355,505,92,706,653,863,488,745,371,1101,313,544,1658,431,218,549,438,238,126,320,564,951,103,205
ENSG00000019505.8,6,1,0,3,0,3,2,0,3,3,1,2,2,0,0,0,0,1,0,0,0,11,0,1,1,0,0,0,1,0,0,2,2,1,4,4,0,3,2,1
ENSG00000019549.13,3,21,0,2,1,4,133,24,23,0,0,0,8,2,1,46,0,6,10,9,321,8,41,0,2,1,5,10,1,0,4,52,0,0,1,21,1,104,2,1
ENSG00000019582.15,14944,43997,16856,30988,6078,237800,55297,257228,34286,155186,6200,8431,8292,491522,12252,41356,35918,735,28794,132547,362967,50125,117372,674638,14220,14743,39838,37912,6950,6400,27206,56084,48316,7586,13712,25764,10053,359898,12270,40875
ENSG00000019991.18,393,193,33,41,2277,363,14,1297,684,103,235,46298,109,1690,126,341,326,39,83,3439,266,2908,159,18064,950,2666,50,4349,1935,211,21,6589,75,384,903,320,4623,12552,82,629
ENSG00000019995.6,2932,1421,846,2009,1383,3001,2586,1092,1990,2585,2280,1706,1969,1046,1335,333,930,1714,433,837,1010,1162,1085,250,971,1529,1881,1394,964,1735,1051,1608,1413,557,1442,904,1039,2630,2757,2070
ENSG00000020129.16,753,469,1028,109,421,1345,1359,1545,519,469,99,2186,688,464,597,511,493,562,297,770,1654,850,187,1655,418,1325,122,416,784,292,817,250,279,340,197,159,370,1768,177,126
ENSG00000020181.18,875,739,339,172,410,2825,696,6364,4213,509,337,572,104,6994,2190,2439,134,108,811,30,3194,1136,80,97,434,2371,1124,668,2051,307,7389,171,162,149,55,71,262,1033,311,899
ENSG00000020219.9,33,5,3,21,6,4,6,8,7,19,13,9,19,7,2,1,10,13,0,2,1,14,6,0,7,2,5,4,5,15,5,5,2,6,5,5,7,10,11,4
ENSG00000020256.20,779,344,677,74,152,820,679,425,285,238,78,1073,192,472,272,130,237,1333,403,381,1339,574,220,895,203,438,311,246,635,241,463,287,241,101,151,70,160,1040,75,120
ENSG00000020426.11,227,483,461,139,187,698,445,273,240,330,181,500,296,285,239,73,184,419,48,189,298,636,108,251,279,418,202,295,395,395,441,522,171,98,184,215,321,641,201,293
ENSG00000020577.14,136,113,51,337,120,152,86,58,208,450,46,102,179,94,27,7,200,371,29,9,128,212,32,110,99,272,31,114,15,26,7,73,106,104,634,286,20,197,130,235
ENSG00000020633.19,2682,3076,1874,21574,1436,31643,6304,1031,6323,33958,4160,5966,8730,7988,4076,479,4982,292,1564,3460,3984,1367,5786,5101,1617,8124,7245,3240,3014,2749,9426,7846,10069,1092,4339,2821,802,8274,5456,11199
ENSG00000020922.13,1841,3496,2897,1101,2046,3720,2935,2683,1843,2310,782,1934,1710,1359,1144,435,3004,1895,393,943,1615,3951,1137,2060,2561,3905,2038,3140,3421,3177,8135,1990,3749,2302,1876,2108,7589,6297,2536,2804
ENSG00000021300.14,572,52,98,232,113,247,176,81,180,855,172,358,451,224,221,28,112,176,7,41,668,244,102,98,163,245,198,235,166,168,73,422,207,251,109,138,277,403,373,160
ENSG00000021355.13,7171,51474,10650,6794,24179,18569,18224,37835,10918,10986,17582,25373,4645,24826,20381,14590,8163,4627,5447,10645,54758,20984,13003,29907,4695,4507,7907,18014,29739,14666,8081,3523,13412,3157,10143,6555,16093,16835,7914,14212
ENSG00000021461.17,10,1,9,4,9,12,5,3,21,9,5,9,8,1,9,1,4,3,0,0,3,11,4,3,11,13,13,10,3,3,3,20,6,1,11,12,9,27,31,8
ENSG00000021488.13,20,1,7,6,1,7,7,10,3,6,0,14,5,9,5,2,20,7,0,4,6,12,0,14,14,8,2,3,14,3,2,0,0,3,3,2,8,5,4,1
ENSG00000021574.13,1645,2375,1683,885,1104,2383,1578,1660,1533,2179,2991,2153,1331,5161,1215,364,1995,1329,573,555,1476,2743,2193,3318,1104,1990,1780,1485,3023,2227,3739,2820,1266,618,874,1441,1224,5442,1376,2560
ENSG00000021645.20,53,22,3,12,26,11,24,4,26,1,1,86,9,7,28,5,6,12,0,3,26,36,13,1,35,3,77,24,12,28,5,12,8,6,10,13,3,561,34,12
ENSG00000021762.20,4202,3658,3325,84,2869,1725,5622,6243,1366,1168,885,15849,1965,1380,3473,539,2303,8163,851,2408,5012,2561,3550,3150,1078,1215,1494,1472,2772,1618,5747,5414,2491,4842,434,545,5441,2566,356,587
ENSG00000021776.11,3032,2971,3607,2515,2431,7839,4629,3367,3008,5444,2370,3057,3548,4398,2281,606,2469,4312,711,1266,1784,4432,2923,2903,1879,3500,2676,3072,3446,4774,3124,3707,3768,2035,2820,2682,2426,7579,2629,3411
ENSG00000021826.17,3,4,16,39,6,407,11,3,11,2,1,11,1,4,47,2,4,2,1,4,1,52,2,1,15,68,5,7,5,1,1,0,1,2,0,13,7,134,11,3
ENSG00000021852.13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0
ENSG00000022267.19,275,1196,316,2638,1211,26842,405,5225,601,480,70,113,100,1044,143,877,708,109,273,77,696,733,232,1609,405,448,183,384,2787,1375,753,394,382,34,695,302,304,1752,3576,2754
ENSG00000022277.13,1724,3037,1579,1936,3527,4355,4420,3569,2550,3213,2620,1775,1745,3360,1937,1018,2134,1766,1050,1654,5073,1712,1819,5646,933,1466,1513,1511,1889,1772,3285,2223,1613,640,1868,1766,1209,4514,2280,1842
ENSG00000022355.18,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ENSG00000022556.16,306,730,417,254,29,112,1068,87,498,663,23,57,133,65,278,137,112,3938,12,13,1373,689,217,19,118,165,48,1243,122,94,6,19,249,39,42,345,24,146,198,333
ENSG00000022567.10,1909,887,874,636,1926,1092,1548,592,1051,10472,788,991,1228,417,1213,93,935,1966,143,185,482,1442,1316,474,284,330,486,399,530,724,659,589,1380,788,555,1380,1151,1991,1574,1041
