Gene ID,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
ENSG00000055332.18,6626,6697,4053,5742,4171,23712,8680,4659,8099,8064,5912,4502,3942,11572,8014,1115,2694,8079,1458,1288,5845,7143,4759,8856,3460,8516,7622,7427,8008,9036,10656,9475,5998,2074,18456,3121,3018,7760,5278,10404
ENSG00000055483.19,17621,5329,4981,5102,5565,11826,13072,8923,7499,12916,3926,13031,6733,11282,7685,1298,6808,9569,967,2898,8969,4458,2783,6889,8096,8624,4813,8451,4062,3855,6952,5671,5745,12785,10889,4181,3139,5684,5867,14662
ENSG00000055609.19,34147,22669,20391,29518,25285,23386,26050,19345,24175,55389,21277,19567,27707,12395,11633,1362,19956,25931,2516,3536,7024,19902,13248,3226,15146,18606,22726,21128,10488,23261,15893,26674,18285,17773,22486,21842,41462,25074,39018,39683
ENSG00000055732.13,1,4,2,2,0,4,2,1,6,1,0,0,12,21,5,0,5,0,0,0,6,7,9,8,15,10,2,18,374,7,17,17,13,17,5,5,6,12,3,2
ENSG00000055813.6,3,0,1,3,0,1,0,0,0,0,0,1,2,1,4,0,0,2,0,0,2,2,0,0,0,0,0,0,6,1,1,1,0,0,2,0,1,0,0,0
ENSG00000055917.16,11779,11929,9973,9034,6047,12031,8775,7231,9069,19607,7522,14609,8107,4421,6005,1055,7186,7227,1937,1829,3783,10029,4918,5447,6606,13699,9019,11109,10360,9951,8400,8852,10117,3638,8408,6119,11467,16007,13235,12712
ENSG00000055950.16,295,450,432,74,143,1737,988,869,286,478,58,668,242,808,227,229,234,253,399,756,1740,501,397,3052,151,358,231,272,508,248,464,288,273,27,121,138,148,1482,125,167
ENSG00000055955.17,47,18,26,24,69,63,53,24,19,76,11,34,21,24,22,3,40,17,0,32,25,60,21,41,36,71,30,17,53,24,28,31,53,56,43,28,54,44,24,32
ENSG00000055957.11,26,4,13,45,27,0,15,1,29,20,15,13,10,63,23,1,39,6,0,18,5,147,0,19,13,11,11,8,20,2,4,5,5,8,11,7,36,12,28,8
ENSG00000056050.7,45,251,346,16,86,877,313,294,203,147,48,208,120,195,54,89,197,58,171,105,452,748,145,1066,80,296,46,230,488,153,206,95,172,40,73,142,61,1456,117,94
ENSG00000056097.16,11427,7366,5018,7333,3826,16264,9444,8891,9371,9337,6756,7019,4878,46840,6478,1715,5206,6755,6466,3381,8024,5071,7826,10025,10157,6072,7624,6372,7369,7816,34848,9702,6413,5702,4926,3319,7634,12580,8140,9253
ENSG00000056277.16,734,679,525,264,229,2760,937,501,376,371,304,640,382,1047,339,105,385,1037,137,227,636,598,477,1021,273,960,354,502,969,666,705,717,488,207,452,271,283,998,394,708
ENSG00000056291.17,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0
ENSG00000056487.16,14,2,1,9,0,11,3,1,1,22,2,1,15,1,1,0,4,1,1,1,0,1,0,0,17,2,4,1,1,0,7,13,2,1,0,4,4,2,3,1
ENSG00000056558.11,2776,556,776,4537,1709,823,902,595,2699,5534,3347,667,5141,764,1304,57,1612,626,84,369,494,663,918,1524,1990,603,1159,1422,729,431,170,280,1919,818,1852,645,792,1237,3793,1033
ENSG00000056586.16,5813,6861,3605,6742,2359,9011,5362,2943,3671,13631,4972,4923,4772,3975,2225,518,2498,3407,1018,1951,2526,4883,3353,2147,1945,5881,4962,7410,8086,6269,2261,6715,8296,1084,3388,3701,5712,5794,6996,8399
ENSG00000056736.10,110,45,115,38,57,70,58,64,98,177,79,132,118,53,26,24,78,94,14,13,42,225,16,84,79,81,108,82,176,101,113,181,117,50,23,45,102,169,191,107
ENSG00000056972.20,1970,1826,1131,1856,1095,5534,2456,1986,1486,1786,3562,3771,1652,1006,1180,858,897,1095,603,626,3549,581,2299,613,515,1054,1308,1204,878,1748,901,622,1115,206,841,596,1587,1710,1196,1661
ENSG00000056998.20,202,6,70,3,5,35,5,2,146,2,3,198,85,2,30,31,120,57,33,43,264,17,44,312,142,116,37,38,121,81,55,21,20,41,8,1,466,53,17,10
ENSG00000057019.16,395,47,78,291,109,512,133,82,145,158,59,261,55,163,170,102,148,3,15,23,93,653,171,245,196,19,146,308,381,30,159,42,113,84,39,256,994,902,559,334
ENSG00000057149.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000057252.13,1454,3130,1856,1584,854,3256,1965,4205,2888,4241,1814,2501,1413,5851,2225,463,5153,3278,1154,421,1558,3235,1396,4219,2545,1855,3459,3644,1849,2412,3286,2609,2670,4440,1598,4876,3228,4237,1474,3720
ENSG00000057294.15,29,4,0,6,9,6,5,14,296,67,125,32,464,187,38,78,78,276,21,1,35,791,26,34,82,6,128,10,15,2,645,31,16,40,42,134,264,182,267,134
ENSG00000057468.7,59,63,17,24,6,33,23,12,24,82,12,36,41,14,34,5,19,45,0,5,5,23,0,25,86,17,38,29,52,18,91,39,24,22,20,20,56,85,26,50
ENSG00000057593.14,13,1,2,4,2,9,0,2,1,7,0,6,2,0,14,21,4,4,0,0,15,2,6,1,0,36,16,0,7,2,0,2,3,0,2,0,2,0,1,9
ENSG00000057608.17,9199,13408,6786,4277,4257,31986,14790,11880,6919,6283,4286,18786,3120,11125,7311,4130,6682,4400,4996,4706,18718,14591,3665,30491,3835,7891,5039,9719,19683,8227,12297,4312,7115,1187,3512,4228,7819,26187,3980,8482
ENSG00000057657.17,1442,254,458,647,183,1387,1199,362,615,1366,506,247,844,3071,748,74,548,39,265,289,2065,231,2001,656,526,1145,296,2326,220,1211,493,289,562,348,355,1373,169,3692,312,505
ENSG00000057663.16,1254,950,1007,1377,721,2916,2052,1058,1129,1362,1425,1274,1061,2510,845,243,935,1051,716,608,992,1764,1328,3510,897,1440,1018,1354,951,1846,1621,1777,1009,458,1156,710,901,2948,1070,1205
ENSG00000057704.13,208,99,49,22,1154,83,49,60,506,8158,64,34,242,272,682,37,420,81,48,2,141,155,683,108,79,102,294,348,64,90,18,94,765,281,733,1414,34,296,1174,1371
ENSG00000057757.10,4222,2219,1346,2526,1699,6090,5459,1883,3895,2386,2274,2747,2366,2515,2957,497,1405,2003,696,1767,3308,2684,1547,2944,2330,1566,4258,1804,1924,1702,2759,1554,1859,610,2141,1045,1375,17931,6339,1615
ENSG00000057935.14,397,487,520,211,321,1850,235,656,598,3000,190,1032,683,176,368,84,581,712,147,20,814,679,406,904,623,642,553,1094,463,384,105,321,1236,447,539,442,305,950,421,629
ENSG00000058056.9,380,214,746,740,104,1100,326,1019,620,335,43,1005,612,332,224,238,551,553,545,556,1188,813,230,1516,343,1532,763,671,543,588,137,1042,190,389,210,282,180,1478,330,1003
ENSG00000058063.16,4457,8386,4343,3031,13207,8173,6956,6021,8163,16091,12621,3599,10006,8284,9385,1012,7663,5020,1539,1586,2795,6376,6579,4375,8012,3197,10480,9797,6348,4416,5944,8088,10738,5024,11111,10548,9888,15521,17914,15744
ENSG00000058085.15,1,0,3,1,8,0,2,1,2,4,0,1,11,0,4,0,2,24,0,0,1,6,0,0,0,0,0,1,0,2,0,2,1,2,3,4,7,4,4,0
ENSG00000058091.17,2286,2600,1453,113,3075,56,1806,1079,1464,1416,1353,2441,666,145,949,349,1475,35,95,454,1220,1792,932,1019,701,141,343,494,516,1706,180,128,561,739,1402,1301,1638,851,985,2042
ENSG00000058262.10,12198,10016,5778,7453,4766,19602,13288,9947,8990,11277,6757,24610,6361,16140,8160,2391,5301,10350,3651,4638,16494,6471,5846,8697,7130,6291,6642,6709,7598,7394,12756,5885,5899,4304,4067,3548,11817,14815,4896,7111
ENSG00000058272.19,6075,6220,5365,2923,6457,11928,7390,4500,4324,5844,6416,5321,5571,7903,4850,1141,4386,8447,1240,1964,2459,7778,5854,5317,4584,5575,5279,4605,5404,6674,5079,5572,5327,3300,6087,5437,7888,10515,6721,6667
ENSG00000058335.16,305,46,77,30,9,1,141,15,47,103,26,296,80,90,12,19,72,29,1,2,61,111,7,0,21,13,14,15,7,13,7,18,22,6,13,9,70,13,71,23
ENSG00000058404.20,26,7,7,16,5,24,10,11,24,33,10,460,32,63,13,2,20,18,11,1,32,53,2,115,10,13,24,13,30,31,35,41,12,13,15,10,9,20,37,53
ENSG00000058453.17,1667,234,1574,370,284,1111,901,613,754,1823,79,2193,382,538,653,161,532,476,71,384,715,825,171,780,561,1005,735,289,1069,167,709,406,710,1132,629,299,276,895,322,537
ENSG00000058600.16,3783,2822,3818,2856,1893,3809,5070,3137,3220,10919,709,4484,3127,2782,3646,569,2058,2128,403,1330,2265,1691,1019,2153,2884,2954,1483,2761,2165,2174,2875,1706,4546,2302,4191,1795,1234,4314,2170,2071
ENSG00000058668.15,3656,12235,14088,1764,2578,8378,13966,9254,3323,5640,1041,16132,4925,14422,6323,526,4005,10486,896,3053,8391,7825,2406,12999,2114,14492,1649,6022,20404,3715,9403,2161,5242,2558,2877,3448,5452,21772,2564,1547
ENSG00000058673.17,282,254,76,134,201,31,198,234,215,220,228,131,90,35,120,8,236,162,7,7,61,108,20,0,299,182,183,294,162,195,90,144,197,225,216,172,212,218,236,211
ENSG00000058729.11,341,539,485,351,392,2114,951,934,618,580,378,796,810,1956,582,194,367,687,363,616,485,1047,816,1234,397,629,437,744,601,872,985,812,747,212,368,417,398,2022,500,650
ENSG00000058799.15,449,535,511,250,253,1865,650,699,524,713,297,809,479,809,414,206,448,439,398,443,1378,790,754,2303,435,492,231,576,725,660,611,490,384,174,277,449,317,1634,294,277
ENSG00000058804.12,675,1664,1926,417,352,3568,1688,1453,1454,751,260,1119,703,1289,588,421,892,479,792,378,2145,2931,701,2806,529,1991,532,830,2771,1946,2107,2084,838,725,498,721,551,7711,553,716
ENSG00000058866.15,441,2189,975,59,3254,193,815,1847,599,205,623,4624,249,1446,1741,811,2082,23,44,75,1171,3135,150,187,1403,599,539,247,1098,220,1509,354,218,2088,455,499,2327,1084,125,237
ENSG00000059122.17,3052,1890,3015,2176,2603,2555,2985,2860,995,4459,1796,3203,1780,1831,1882,445,1141,1503,250,1440,3946,1721,1498,1859,829,1324,2135,1515,1215,873,950,971,2278,2007,1306,1102,1090,2801,1462,825
ENSG00000059145.19,2464,1146,2124,1695,2001,1509,3384,1430,1381,6509,1966,2848,1641,377,1303,165,993,740,52,656,987,1279,941,233,795,1637,1299,1616,765,1295,639,875,2552,677,1439,1878,1131,1406,1631,2119
ENSG00000059377.18,1913,5225,5700,1085,2341,4993,4359,5013,696,4787,769,5061,458,2935,1148,385,3307,434,950,2086,10962,2002,955,5217,445,1076,515,2481,2200,1078,523,546,1701,1414,1292,2462,968,4223,578,1040
ENSG00000059378.13,664,1096,1506,842,2651,3360,2478,885,3958,8851,1252,1905,2152,912,1480,257,2066,1203,350,899,1304,2650,1050,2233,1186,1469,1781,2064,874,983,460,1258,1941,1693,4722,1969,541,3033,1548,2695
ENSG00000059573.9,1466,2464,2076,191,335,7091,4453,3618,1357,395,125,5172,547,888,1511,1065,1171,1673,693,1510,8032,3275,609,3519,768,3360,498,749,3902,2611,1773,463,495,308,527,648,268,7158,442,709
ENSG00000059588.10,6205,9004,7687,3158,2860,8430,8042,6691,2241,2899,1249,9580,1387,3862,2923,1130,2882,4820,716,5353,5614,7220,951,10326,6937,10466,10319,3425,19395,4247,9288,8845,5019,8207,2435,1429,5731,8291,1428,3729
ENSG00000059691.12,385,706,775,231,218,782,875,864,549,345,38,775,236,255,360,328,415,381,285,570,1499,956,132,1728,141,534,143,247,583,411,380,377,206,119,147,254,94,1831,122,232
ENSG00000059728.11,11708,14521,5519,5206,15326,6575,19584,8913,6781,29035,13800,13038,6709,18668,10619,1108,6116,3837,542,3249,17074,3288,29380,4969,4307,4164,4003,4552,3911,3652,3989,1310,7673,8029,19795,10460,6097,8038,12002,7765
ENSG00000059758.8,5675,3375,3299,3644,5058,8418,9566,2758,4828,8670,4297,4429,5255,3288,4143,604,2798,7367,308,1283,2963,2934,3540,1089,4077,4825,3824,5505,1634,5857,2407,2799,4673,1838,8407,4061,2859,4645,5282,7178
ENSG00000059769.20,669,308,176,430,372,1712,1048,388,637,257,491,755,315,2376,494,134,305,224,112,367,530,375,471,1171,529,387,477,498,288,600,873,655,323,643,345,268,580,1369,426,610
ENSG00000059804.16,14544,23026,13938,9577,16477,37016,10280,11033,8509,43911,77020,13636,15829,18144,14259,2076,13457,34326,2767,518,6330,6755,18336,5186,5478,6479,13975,14559,5720,5860,3122,3105,9636,9847,22838,23960,9888,14573,19359,18859
ENSG00000059915.17,2480,138,291,659,677,233,955,375,793,2016,1169,373,711,59,817,52,278,637,16,33,359,875,98,69,458,348,661,398,114,442,141,212,550,718,745,319,255,274,2298,696
ENSG00000060069.17,6517,3754,3004,3598,2777,3698,6634,4539,4292,7592,3026,12787,4399,1257,3539,554,2862,3199,183,826,1796,3469,2362,3014,2395,2912,2057,2945,1917,2481,4538,4087,3824,1743,2023,3594,4583,4165,3029,2815
ENSG00000060138.13,19674,14600,8660,4186,7945,29146,22831,16740,11557,6317,2919,27174,5656,7668,16211,5868,5308,8432,3242,7426,59115,11687,13203,29098,7804,780,8624,6286,11706,6780,14157,3689,4736,4732,6108,4977,1375,70852,7350,3539
ENSG00000060140.9,13,153,178,36,14,469,156,26,64,10,1,501,41,1,48,15,10,56,2,38,15,63,26,19,65,93,85,198,84,72,114,6,41,11,27,13,7,807,49,67
ENSG00000060237.18,19761,21105,16095,12508,13826,38376,22509,9824,27545,30712,5952,15087,22681,10241,32364,2865,11478,27696,3098,5639,15085,15988,9279,6006,14428,20993,19874,16861,11819,9753,7744,14224,14285,24577,12809,14516,13090,138294,26068,12204
ENSG00000060303.5,54,4,4,2,0,29,6,4,1,1,1,31,0,36,3,5,0,0,3,4,86,1,7,142,0,2,2,3,5,0,1,2,2,0,2,0,1,16,1,0
ENSG00000060339.14,5354,3661,4100,2901,2318,14630,6370,4774,2556,6230,2424,4033,3230,5791,2062,1168,2999,3088,1104,3015,3508,5460,3939,7453,2520,3817,3248,4273,3864,5526,3386,4917,4606,2372,2865,3214,4091,8592,3570,4853
ENSG00000060491.16,2130,1617,1901,837,1492,2881,2024,2282,2995,8917,2542,3343,1576,3441,1539,351,3051,1026,692,933,1717,2791,1392,4160,772,1544,1291,1662,1205,716,4605,1319,2700,2220,2014,2852,1834,3142,1541,2612
ENSG00000060558.4,26398,13109,6596,15099,1883,28302,32615,15886,3377,4756,8416,18756,1718,2459,6091,673,3049,9081,1155,6246,14403,2001,9295,4643,1745,5818,787,6082,3974,4898,1069,941,1861,1151,2812,1643,4204,3587,1975,3916
ENSG00000060566.14,21,0,33,7,7,463,43,4,52,20,2,20,7,21,14,0,18,11,1,39,11,15,16,6,4,137,2,1,3,9,4,1,9,5,21,6,13,83,23,7
ENSG00000060642.11,1261,650,641,739,621,343,578,424,1087,892,1313,1400,790,288,457,127,559,1520,108,708,500,1292,236,732,730,805,933,410,1928,513,992,384,335,384,280,316,421,1686,1834,573
ENSG00000060656.20,110,13,10,30,41,12,28,24,101,58,30,48,76,120,65,17,29,244,51,2,48,17,38,18,53,3,117,29,38,24,197,38,7,81,12,14,6,53,26,31
ENSG00000060688.13,1731,1868,1889,1053,743,2911,2672,1452,1832,1940,885,1346,1777,1992,861,341,1177,2252,513,548,1693,2298,1558,2262,811,1229,1512,1044,1586,1837,1563,2705,1379,542,1256,1087,432,4365,944,1293
ENSG00000060709.15,1,1,4,6,11,46,1,0,1,28,0,7,0,2,1,0,30,1,0,0,2,2,2,0,0,28,0,23,4,0,0,0,0,0,0,37,0,0,9,1
ENSG00000060718.22,0,7,0,6,0,1724,27,6,10,0,0,0,72,0,7,1,2,8046,6,4,18,5,4,1861,0,3,0,2,6,0,25,14,1,2,1,2,0,30,1,1
ENSG00000060749.16,2715,3696,3973,1317,937,3014,3076,2847,1418,2975,1030,3980,2174,1279,1483,320,2179,2135,423,853,978,3859,961,1661,1268,4583,1521,2878,4574,2381,3719,2527,1725,1456,1082,1524,2549,4781,1344,2750
ENSG00000060762.19,411,645,584,675,537,4437,1192,1188,606,1069,382,915,402,1709,318,247,701,175,537,615,2412,998,979,5237,229,550,329,392,812,541,1135,630,628,326,473,465,460,2522,338,680
ENSG00000060971.19,2497,1865,1619,936,2432,2074,2584,3171,2524,5402,2524,2262,1031,1153,1532,582,3529,1492,443,1950,2589,2046,541,1676,900,1006,1704,1290,1687,1046,2174,2137,1201,1370,1212,1596,1373,2950,1286,1500
ENSG00000060982.15,1327,1949,2030,802,323,5434,2106,3075,614,1658,34,757,889,32,1788,727,65,2246,993,558,603,3096,268,1968,138,12706,88,5067,141,4769,38,267,480,246,2071,1590,82,7966,715,2989
ENSG00000061273.18,5960,1856,5484,3677,2241,28198,5495,4530,4302,18431,3422,3976,2671,3620,2080,923,2091,3249,856,4723,4121,4489,4044,5683,1786,4255,2672,4055,2561,2596,1412,1733,5670,2433,3233,3475,2211,7191,3780,4699
ENSG00000061337.15,385,2,25,59,14,9,13,2,112,68,71,15,38,29,10,1,29,26,2,0,125,89,22,5,19,11,30,33,114,11,12,16,47,6,9,5,56,48,162,35
ENSG00000061455.11,2,0,0,1,0,4,1,0,5,1,0,4,2,7,8,0,0,0,1,0,0,3,0,26,2,0,0,1,0,5,2,7,0,0,5,0,3,13,4,0
ENSG00000061492.12,76,0,0,24,2,10,0,1,2,11,0,1,4,0,2,1,1,0,0,3,0,5,2,0,3,1,1,5,2,0,0,1,1,1,1645,1,6,4,7,2
ENSG00000061656.10,530,209,297,325,327,146,234,143,398,2793,384,632,358,139,163,21,317,324,29,44,181,429,142,286,150,222,135,231,102,61,100,113,726,185,254,530,171,226,558,157
ENSG00000061676.15,103,155,10,70,21,685,38,15,103,379,82,11,700,14,60,24,20,1147,5,5,34,202,171,7,133,86,285,71,17,51,6,93,65,35,116,137,14,191,2673,175
ENSG00000061794.13,1355,1338,1020,856,496,5833,2832,1625,1271,803,422,1466,635,2702,879,486,861,1252,1265,1225,3146,1802,850,3824,653,1504,706,1077,1577,1777,1687,1140,926,165,769,504,502,4192,820,1415
ENSG00000061918.14,7,1556,981,273,38,877,128,310,89,350,18,551,41,6,211,46,10,200,761,182,322,875,124,72,15,541,22,791,282,76,2,11,34,6,159,140,7,643,195,129
ENSG00000061936.10,8241,2867,3396,3619,4103,7498,9119,3874,5452,9043,3540,5429,4293,6674,3920,903,2648,5183,910,2298,4366,3957,3013,3547,2956,3934,3363,4368,2752,4741,3921,3101,4415,2013,3914,2878,2356,7239,4217,4136
ENSG00000061938.20,9019,5204,6449,3928,6914,7715,9919,7798,6910,19174,4070,11085,4844,5720,4308,750,4257,5217,329,5925,5462,6248,4293,4233,1112,4763,2908,5022,2811,2892,2964,929,3897,2987,4713,4449,2819,6055,3297,5828
ENSG00000061987.16,4230,5159,5538,3498,4038,4863,4235,2695,3533,8202,3710,5190,4473,1393,3230,466,3700,4352,225,885,1665,6713,1356,1511,4279,6027,4184,5303,3934,5205,2893,3561,4430,3676,4210,5273,4616,7225,5398,6184
ENSG00000062038.14,5,9,7,23,16,38,6,8,6,57,3,3,16,9,15,1,10,5,2,5,6,11,9,4,12,18,10,17,15,6,5,2,14,0,14,10,9,23,4,9
ENSG00000062096.15,0,3,0,2,1,0,0,1,3,2,1,0,1,53,1,0,0,2,28,0,0,1,0,48,2,2,0,0,1,0,0,1,0,0,3,1,1,3,2,0
ENSG00000062194.16,10392,5589,4189,5472,4362,13646,6759,3753,6765,8913,7107,5273,4316,17781,3078,1002,4939,4800,1366,2032,3979,8422,4964,5378,5580,6580,5247,6228,5276,5150,5548,4446,6417,2026,6413,3860,4732,8677,8508,6238
ENSG00000062282.15,19,41,174,96,638,38,32,104,179,4884,49,80,239,147,367,120,344,15,87,4,91,112,372,169,72,57,68,93,33,20,185,82,648,361,230,932,99,618,508,296
ENSG00000062370.17,24,13,0,1,14,2,0,0,3,4,0,25,99,0,80,5,1,229,1,1,2,95,1,4,6,1,3,16,6,0,19,2,6,4,34,9,15,22,4,12
ENSG00000062485.19,7733,6594,5197,6028,4239,40554,13267,9858,8789,7211,5835,6783,5163,20393,6639,3375,5288,8494,5400,9282,22383,7077,9476,52431,4976,5139,7797,4596,8008,5899,12501,12100,4836,6195,3813,3054,10529,20760,5000,6019
ENSG00000062524.16,990,821,1818,25,39,31,1520,935,606,195,168,11375,697,204,57,598,785,14067,80,2732,721,1494,905,11064,81,59,68,306,493,301,1387,1338,775,1887,647,91,103,2412,535,843
ENSG00000062582.14,48,40,116,84,31,29,63,48,48,73,69,85,30,19,33,19,23,22,10,10,39,75,27,37,38,72,39,41,18,39,54,49,63,55,27,41,44,89,63,28
ENSG00000062598.18,3862,1995,1564,2174,7165,7411,3064,3036,3253,4633,7014,4350,3292,4095,2660,625,2738,7839,941,1454,2473,1737,3593,3358,1023,1322,3320,1723,1909,1192,3176,1520,1994,1178,2863,2624,2548,2777,2634,2472
ENSG00000062650.19,9118,6455,4659,4747,3643,11574,5592,4129,4804,8293,5893,6669,5043,3785,3116,816,3846,5026,1227,1531,2525,6850,3498,2797,3926,6962,4835,5468,6420,6855,6689,4811,5811,2258,4440,3958,4595,10671,9795,9477
ENSG00000062716.13,16383,39408,37710,7015,9934,6235,10434,21714,4420,6922,5671,15195,5929,9648,8107,943,9594,14384,810,1039,14630,10106,5815,6704,7322,16194,2790,9336,6207,6574,10897,8016,4834,15925,7508,7835,5693,8361,5855,5509
ENSG00000062725.10,2207,1729,1496,1103,574,2230,1015,911,895,3216,1283,2340,1418,781,731,192,919,1152,300,532,752,2441,1452,3989,975,2176,1637,2296,2822,1600,819,1364,2428,874,960,1191,2100,2268,1806,2816
ENSG00000062822.15,1753,1620,3738,1432,928,4169,4856,3293,3665,1223,448,4466,794,1864,1083,1131,1887,2232,873,1740,3464,3704,813,1375,674,1509,658,862,1677,897,3036,1271,948,1757,476,815,760,5676,1137,1246
ENSG00000063015.20,762,400,472,876,419,26,220,160,255,1485,529,325,481,16,252,20,345,118,6,9,25,242,44,2,155,215,175,265,132,178,155,223,256,98,213,150,622,170,584,338
ENSG00000063046.18,31136,33155,14278,20598,12187,83757,29761,27947,13721,25721,21965,38056,10643,31023,24587,7766,11590,15939,7551,21647,67395,19068,21115,44184,11066,18391,25320,20999,36310,15137,33781,37828,20813,3501,14811,8970,17952,42482,14492,24909
ENSG00000063127.16,78,171,108,71,227,103,77,67,192,832,54,25,270,60,150,30,293,62,7,57,189,176,64,150,155,197,75,243,109,19,36,53,324,66,171,290,65,128,154,55
ENSG00000063169.11,3174,680,1228,845,689,7461,1707,1507,1089,2871,866,2300,748,2928,891,251,823,704,324,714,2861,919,3846,2281,365,784,917,823,493,432,873,958,1219,519,797,1280,716,2369,759,894
ENSG00000063176.16,573,380,615,355,288,471,755,498,377,1143,332,1275,373,456,400,109,537,265,98,218,589,699,140,348,406,570,182,410,270,133,646,323,531,417,162,284,812,755,365,316
ENSG00000063177.13,47207,28835,16552,29421,8946,186381,51955,49401,20431,34034,14988,40072,11463,79482,21050,14260,13630,21477,18769,48787,183271,21185,34323,106487,11808,15826,16424,15104,36012,15413,23957,24002,15670,1987,12117,7230,19616,54297,11408,17055
ENSG00000063180.9,209,35,61,178,62,288,106,139,101,498,41,91,86,269,65,11,98,88,42,27,47,69,36,560,74,129,54,167,22,21,47,55,210,24,87,58,170,88,179,53
ENSG00000063241.8,290,427,678,236,81,1500,998,1329,1104,175,23,1275,71,1053,395,326,431,241,631,981,984,1166,133,3611,206,574,149,189,748,220,1086,703,149,73,60,126,270,2011,91,115
ENSG00000063244.13,10751,3885,5948,3300,2859,9954,12383,8792,5501,5541,2039,12221,3074,11849,3384,2123,3323,6391,2080,6188,7526,7020,2935,17517,4404,5846,2599,2836,5351,3059,8951,4983,3430,2972,2639,2425,4673,8632,2864,2613
ENSG00000063245.15,5816,2744,2212,5674,3342,11530,4671,8582,4101,11065,5887,5156,3384,13367,3207,1441,4381,3094,1678,2359,5492,2813,4178,11169,4390,2079,6012,2575,5153,2586,9974,9428,3456,1944,1804,2120,4841,6927,3107,4532
ENSG00000063322.15,4050,1766,1865,4222,1469,3578,3058,2486,2140,5028,2007,2924,1777,2855,1477,416,1663,1215,505,981,2497,2922,1516,3183,1418,1536,1373,1408,1245,1386,2220,2224,2120,1383,1071,982,2441,2754,3165,1802
ENSG00000063438.19,34,8,13,132,7,2,8,4,19,23,5,9,35,15,19,0,6,6,0,1,0,60,3,2,12,28,22,89,2,25,6,12,18,2,6,6,22,9,39,49
ENSG00000063515.3,13,2,1,10,7,1,8,3,21,1,7,8,9,2,4,0,11,6,0,2,5,31,0,0,4,0,5,3,1,5,48,5,2,5,3,2,9,7,10,1
ENSG00000063587.15,1901,1337,1056,716,515,7509,2212,1504,1392,4824,541,376,1398,2268,1407,342,673,1713,159,610,1338,882,970,660,903,1037,1250,1306,809,1645,4177,1226,1770,347,996,685,556,1399,914,2099
ENSG00000063601.17,1232,1994,1614,1323,948,7512,2023,1745,3448,7447,865,1211,2517,963,623,157,1469,1113,253,605,1641,4283,1324,1124,1153,1489,1174,2316,740,1553,625,1492,4004,893,2271,1825,1116,2965,2619,1452
ENSG00000063660.9,202,52,285,40,94,44,150,130,50,405,18,262,69,223,80,73,112,30,44,12,234,139,144,215,94,611,91,398,283,80,246,184,79,235,48,85,160,314,17,144
ENSG00000063761.16,239,230,463,55,94,473,411,503,335,250,36,422,58,250,179,76,261,111,70,265,601,679,82,919,160,171,63,148,335,92,150,82,103,175,92,146,70,1204,92,97
ENSG00000063854.13,725,629,844,515,447,1273,1700,565,1538,1471,155,970,1179,729,1889,204,434,289,152,905,820,1310,318,2491,546,393,1265,517,542,255,331,507,518,235,294,608,506,9050,1204,266
ENSG00000063978.16,10505,3482,2620,3568,2608,8307,8557,3968,5814,10319,4100,4993,4184,8099,2786,837,3562,3831,2170,2036,6831,3596,3922,2933,3481,3179,4718,3494,2743,3589,6981,6567,4452,1958,3564,2661,3008,5050,4500,3344
ENSG00000064012.22,4543,5179,3166,6104,7210,12096,3574,9136,3019,15412,5624,3580,4415,10020,3617,1076,7598,1150,757,4134,2420,3438,7819,7513,1988,5717,3895,6036,1551,5181,4668,3464,10240,2854,3489,5497,7696,6750,7954,8559
ENSG00000064042.18,2,19,2,1,0,2,12,7,29,6,0,1,1,15,46,28,1,7,1,7,33,72,14,0,8,0,9,3,4,0,11,15,1,1,32,15,1,65,5,6
ENSG00000064102.15,1640,1073,1124,1073,667,2445,1306,1218,797,793,723,2337,698,538,439,393,670,1224,273,576,885,1547,800,791,431,1465,433,1210,1461,1315,513,377,825,363,551,524,1315,2864,861,1249
ENSG00000064115.11,1530,7342,5359,401,1669,4443,7083,10421,1177,646,742,18125,771,1869,3923,3584,1596,2065,706,4579,17586,5139,950,4879,913,9225,592,1915,10352,8102,2352,1405,1003,681,742,893,1291,6813,820,2269
ENSG00000064195.7,16,0,0,8,0,1,28,1,9,2,3,16,583,2,0,0,0,1539,0,0,9,1,6,2,3,0,0,1,0,4,0,4,0,1,3,0,0,2,3,1
ENSG00000064199.7,32,7,63,13,26,56,37,22,44,33,5,53,28,60,31,14,31,39,34,24,76,117,30,146,23,68,25,19,50,34,85,61,17,13,27,28,20,228,36,12
ENSG00000064201.16,3798,2947,4616,982,2272,3689,3349,3049,1001,1789,456,1880,305,1565,2154,20,1052,688,128,3358,3005,2069,662,5176,1117,3329,931,336,2909,503,1599,223,1313,1867,1669,860,1239,2897,639,327
